Unnamed: 0,fullback,team,minutes_played,overlap_inversion,final_third_entries,defensive_performance,ball_progression,chance_creation,matches_played,full_match_equivalent,overlap_inversion_ci,final_third_entries_ci,defensive_performance_ci,ball_progression_ci,chance_creation_ci,composite_score,competition_id,season_id,cluster
33,Alexander Hartmann Bah,Denmark,47.98,5.5,5.2,5.6,5.2,5.7,1,0.5,0.03,0.03,0.02,0.02,0.0,5.44,43,106,1
81,Benno Schmitz,FC Köln,8.98,5.4,5.4,5.6,5.4,5.4,1,0.1,0.03,0.04,0.03,0.02,0.0,5.44,9,281,1
558,Vratislav Greško,Blackburn Rovers,44.0,5.3,5.4,5.4,5.3,5.8,1,0.5,0.03,0.03,0.02,0.02,0.0,5.44,2,44,1
44,Ambroise Oyongo Bitolo,Montpellier,12.0,5.4,5.4,5.4,5.4,5.5,1,0.1,0.04,0.04,0.03,0.03,0.0,5.42,7,108,1
376,Martin Braithwaite Christensen,Barcelona,6.82,5.4,5.4,5.5,5.4,5.4,1,0.1,0.03,0.04,0.03,0.03,0.0,5.42,11,90,1
11,Adam Obert,Slovakia,24.98,5.4,5.5,5.4,5.5,5.3,1,0.3,0.04,0.04,0.03,0.03,0.0,5.42,55,282,1
490,Riyadh Sharahili,Saudi Arabia,59.97,5.7,5.2,5.2,5.2,5.8,1,0.7,0.03,0.03,0.02,0.02,0.0,5.42,43,106,1
144,Denis Odoi,Ghana,21.9,5.3,5.6,5.3,5.6,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.4,43,106,1
333,Luca Jannis Kilian,FC Köln,2.98,5.4,5.4,5.4,5.4,5.4,1,0.0,0.03,0.04,0.03,0.02,0.0,5.4,9,281,1
338,Lucas Calodat,Saint-Étienne,4.42,5.4,5.4,5.4,5.4,5.4,1,0.0,0.04,0.04,0.03,0.03,0.0,5.4,7,108,1
350,Lukas Ullrich,Borussia Mönchengladbach,4.72,5.4,5.4,5.4,5.4,5.4,1,0.1,0.03,0.04,0.03,0.02,0.0,5.4,9,281,1
125,Daniele Rugani,Juventus,92.98,5.7,5.2,5.9,5.2,5.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.4,12,27,1
573,Zeno Debast,Belgium,17.97,5.3,5.5,5.3,5.4,5.5,1,0.2,0.04,0.04,0.03,0.03,0.0,5.4,55,282,1
579,Íñigo Lekue Martínez,Athletic Club,8.72,5.4,5.4,5.4,5.4,5.4,1,0.1,0.03,0.04,0.03,0.03,0.0,5.4,11,90,1
324,Lazaros Christodoulopoulos,Sampdoria,76.97,5.3,5.7,4.7,5.3,6.0,2,0.9,0.03,0.03,0.02,0.02,0.0,5.4,12,27,1
491,Robert Skov,Denmark,24.98,5.4,5.2,5.2,5.4,5.7,1,0.3,0.03,0.03,0.02,0.02,0.0,5.38,43,106,1
553,Victor Bernth Kristansen,Denmark,14.88,5.3,5.3,5.6,5.3,5.3,1,0.2,0.04,0.04,0.03,0.03,0.0,5.36,55,282,1
461,Pascal Cygan,Arsenal,71.93,5.6,5.3,5.3,5.3,5.3,2,0.8,0.03,0.03,0.02,0.02,0.0,5.36,2,44,1
545,Trent Alexander-Arnold,England,31.98,5.4,5.4,5.2,5.5,5.3,1,0.4,0.03,0.03,0.02,0.02,0.0,5.36,43,106,1
71,Artur Jędrzejczyk,Poland,22.97,5.3,5.4,5.2,5.5,5.3,1,0.3,0.03,0.03,0.02,0.02,0.0,5.34,43,106,1
96,Carlos Manuel Martínez Castro,Costa Rica,42.0,5.5,5.2,5.6,5.2,5.2,1,0.5,0.03,0.03,0.02,0.02,0.0,5.34,43,106,1
101,Cesare Bovo,Torino,91.98,5.5,5.3,4.7,5.6,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,5.34,12,27,1
124,Daniele Croce,Empoli,54.0,5.1,5.4,5.5,5.3,5.3,1,0.6,0.03,0.03,0.02,0.02,0.0,5.32,12,27,1
7,Abolfazl Jalali,Iran,26.98,5.4,5.3,5.2,5.3,5.4,1,0.3,0.03,0.03,0.02,0.02,0.0,5.32,43,106,1
314,Kevin Nahin Álvarez Campos,Mexico,10.97,5.2,5.3,5.2,5.5,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.3,43,106,1
482,Raúl García Carnero,Real Valladolid,23.0,5.3,5.3,5.3,5.3,5.3,1,0.3,0.03,0.04,0.02,0.03,0.0,5.3,11,42,1
127,Danilo Fernando Avelar,Torino,36.98,5.0,5.3,5.5,5.0,5.7,1,0.4,0.03,0.03,0.02,0.02,0.0,5.3,12,27,1
149,Dino Baggio,Blackburn Rovers,6.0,5.3,5.3,5.3,5.3,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.3,2,44,1
27,Alessandro Longhi,Sassuolo,89.97,5.6,5.6,4.7,5.5,5.1,2,1.0,0.03,0.03,0.02,0.02,0.0,5.3,12,27,1
49,Andrea Cambiaso,Italy,11.9,5.2,5.4,5.3,5.3,5.3,1,0.1,0.04,0.04,0.03,0.03,0.0,5.3,55,282,1
337,Luca Siligardi,Hellas Verona,35.98,4.9,5.1,5.8,5.0,5.6,1,0.4,0.03,0.03,0.02,0.02,0.0,5.28,12,27,1
550,Vasile Mogoș,Romania,32.0,5.5,5.2,5.2,5.2,5.3,1,0.4,0.04,0.04,0.03,0.03,0.0,5.28,55,282,1
227,Gleison Bremer Silva Nascimento,Brazil,21.98,5.3,5.5,5.2,5.2,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.28,43,106,1
169,Emiliano Moretti,Torino,92.98,5.7,5.1,4.7,5.8,5.0,1,1.0,0.03,0.03,0.02,0.02,0.0,5.26,12,27,1
430,Nico Schlotterbeck,Germany,8.93,5.2,5.3,5.2,5.3,5.3,1,0.1,0.03,0.03,0.02,0.02,0.0,5.26,43,106,1
509,Shaquell Moore,United States,18.93,5.2,5.2,5.3,5.3,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.24,43,106,1
202,Fodé Ballo Touré,Senegal,10.87,5.2,5.4,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.24,43,106,1
142,Deian Cristian Sorescu,Romania,4.68,5.2,5.3,5.2,5.2,5.2,1,0.1,0.04,0.04,0.03,0.03,0.0,5.22,55,282,1
347,Luka Lochoshvili,Georgia,20.95,5.3,5.2,5.2,5.2,5.2,1,0.2,0.04,0.04,0.03,0.03,0.0,5.22,55,282,1
172,Eray Ervin Cömert,Switzerland,4.98,5.2,5.2,5.2,5.3,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.22,43,106,1
390,Matías Nicolás Viña Susperreguy,Uruguay,14.98,5.2,5.2,5.3,5.2,5.2,1,0.2,0.03,0.03,0.02,0.02,0.0,5.22,43,106,1
340,Lucas Hernández Pi,France,12.0,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106,1
178,Fabian Frei,Switzerland,7.98,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106,1
248,Issa Cissokho,Genoa,43.77,5.0,5.2,4.7,5.5,5.6,2,0.5,0.03,0.03,0.02,0.02,0.0,5.2,12,27,1
280,Jordan Morris,United States,5.82,5.2,5.2,5.2,5.2,5.2,1,0.1,0.03,0.03,0.02,0.02,0.0,5.2,43,106,1
291,Joshua Zirkzee,Netherlands,1.98,5.2,5.2,5.2,5.2,5.2,1,0.0,0.04,0.04,0.03,0.03,0.0,5.2,55,282,1
439,Norbert Gyömbér,AS Roma,46.98,5.1,5.4,5.1,5.1,5.1,1,0.5,0.03,0.03,0.02,0.02,0.0,5.16,12,27,1
306,Juan Camilo Zúñiga Mosquera,Bologna,55.97,5.1,5.4,4.9,5.3,5.1,2,0.6,0.03,0.03,0.02,0.02,0.0,5.16,12,27,1
372,Marios Oikonomou,Bologna,35.97,4.9,5.0,5.1,5.2,5.1,1,0.4,0.03,0.03,0.02,0.02,0.0,5.06,12,27,1
309,Juan Guillermo Cuadrado Bello,Juventus,25.98,4.8,4.8,5.5,4.8,5.4,1,0.3,0.03,0.03,0.02,0.02,0.0,5.06,12,27,1
477,Rafael Tolói,Atalanta,56.93,5.1,5.3,4.9,5.0,4.8,2,0.6,0.03,0.03,0.02,0.02,0.0,5.02,12,27,1
199,Filippo Costa,Chievo,40.97,5.0,4.7,5.4,4.9,5.1,2,0.5,0.03,0.03,0.02,0.02,0.0,5.02,12,27,1
85,Blerim Džemaili,Genoa,32.98,4.9,4.9,4.7,5.1,5.5,1,0.4,0.03,0.03,0.02,0.02,0.0,5.02,12,27,1
560,Wallace Oliveira dos Santos,Carpi,22.95,4.7,4.7,5.3,4.9,5.1,1,0.3,0.03,0.03,0.02,0.02,0.0,4.94,12,27,1
334,Luca Paganini,Frosinone,31.98,4.9,5.1,4.7,5.3,4.7,1,0.4,0.03,0.03,0.02,0.02,0.0,4.94,12,27,1
197,Filip Helander,Hellas Verona,43.98,5.1,5.0,4.7,4.9,5.0,1,0.5,0.03,0.03,0.02,0.02,0.0,4.94,12,27,1
412,Modibo Diakité,Sampdoria,87.0,5.5,4.7,4.7,4.7,4.8,1,1.0,0.03,0.03,0.02,0.02,0.0,4.88,12,27,1
552,Vasyl Pryyma,Frosinone,27.95,4.8,4.7,4.7,4.7,5.3,1,0.3,0.03,0.03,0.02,0.02,0.0,4.84,12,27,1
392,Maurício dos Santos Nascimento,Lazio,20.32,4.7,4.8,5.2,4.7,4.7,2,0.2,0.03,0.03,0.02,0.02,0.0,4.82,12,27,1
106,Claud Adjapong,Sassuolo,19.98,4.7,5.0,4.9,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.8,12,27,1
168,Emil Krafth,Bologna,11.8,4.7,4.8,4.8,4.9,4.7,1,0.1,0.03,0.03,0.02,0.02,0.0,4.78,12,27,1
335,Luca Rizzo,Bologna,16.98,4.7,4.8,4.9,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.76,12,27,1
459,Paolo Cannavaro,Sassuolo,27.92,4.8,4.7,4.7,4.8,4.7,1,0.3,0.03,0.03,0.02,0.02,0.0,4.74,12,27,1
361,Marcelo Alejandro Estigarribia Balmori,Atalanta,15.97,4.7,4.7,4.7,4.7,4.9,1,0.2,0.03,0.03,0.02,0.02,0.0,4.74,12,27,1
363,Marco D''Alessandro,Atalanta,12.85,4.7,4.7,4.7,4.7,4.9,1,0.1,0.03,0.03,0.02,0.02,0.0,4.74,12,27,1
24,Aleksandar Tonev,Frosinone,18.98,4.7,4.7,4.7,4.7,4.7,1,0.2,0.03,0.03,0.02,0.02,0.0,4.7,12,27,1
200,Filippo Falco,Bologna,7.93,4.7,4.7,4.7,4.7,4.7,1,0.1,0.03,0.03,0.02,0.02,0.0,4.7,12,27,1
